epsilon,piCC_TFT,piCD_TFT,piDC_TFT,piDD_TFT,piCC_NAFT,piCD_NAFT,piDC_NAFT,piDD_NAFT,payoff_TFT,payoff_NAFT,delta,error_TFT,error_NAFT
0.001,0.7065149999999997,0.0010250000000000007,0.0010600000000000008,0.29140000000000016,0.9964149999999995,0.001495000000000001,0.0015250000000000012,0.0005650000000000003,2.4162449999999995,2.9974349999999985,0.581189999999999,0.41216476928380813,0.0006590812197415357
0.008666666666666666,0.5273100000000001,0.008699999999999984,0.008459999999999987,0.4555299999999999,0.9692449999999992,0.012564999999999982,0.012114999999999973,0.0060749999999999945,2.0797600000000003,2.974384999999998,0.8946249999999978,0.644302999433359,0.0070673112070894365
0.01633333333333333,0.491505,0.016184999999999974,0.015989999999999973,0.47631999999999974,0.9427399999999995,0.023404999999999974,0.022319999999999972,0.011534999999999978,2.030785,2.9513549999999977,0.9205699999999979,0.674001467198015,0.013518824076450027
0.024,0.48743000000000003,0.023259999999999975,0.023734999999999985,0.46557499999999996,0.9181049999999997,0.03345999999999998,0.032469999999999985,0.015964999999999976,2.04654,2.932629999999999,0.8860899999999994,0.6592675581864774,0.018700297553804507
0.03166666666666666,0.4814599999999997,0.030134999999999957,0.030939999999999964,0.45746499999999996,0.8944800000000002,0.04273999999999997,0.04198999999999999,0.020789999999999965,2.056544999999999,2.9141800000000004,0.8576350000000015,0.6480256943978943,0.0243128071217961
0.03933333333333333,0.46958000000000005,0.03724499999999999,0.038429999999999964,0.45474500000000034,0.8697450000000001,0.05255000000000001,0.05157999999999998,0.02612499999999997,2.055635,2.89326,0.8376250000000001,0.6450542647531371,0.03095301580041116
0.047,0.45634499999999967,0.045145,0.044465000000000005,0.4540449999999999,0.84757,0.06127999999999996,0.060424999999999986,0.030724999999999975,2.045404999999999,2.8755599999999997,0.8301550000000009,0.6447342662461947,0.036431319787126375
0.05466666666666666,0.45726500000000003,0.05179000000000004,0.05198500000000002,0.43895999999999963,0.8250249999999998,0.07018,0.06926500000000006,0.03553000000000001,2.07068,2.8569299999999997,0.7862499999999999,0.6244941884686076,0.042485221321264616
0.06233333333333333,0.4424150000000003,0.05844000000000002,0.058400000000000035,0.4407449999999999,0.8042549999999999,0.077995,0.07736999999999998,0.040379999999999965,2.059990000000001,2.8399949999999996,0.7800049999999987,0.6275733918315033,0.04828981381766807
0.06999999999999999,0.442555,0.064725,0.06510500000000001,0.42761499999999997,0.7835950000000002,0.08619500000000004,0.08519000000000002,0.04501999999999998,2.080805,2.8217550000000005,0.7409500000000007,0.6097454365223522,0.05409713806600177
0.07766666666666666,0.43459500000000034,0.07125500000000001,0.07180499999999998,0.4223449999999998,0.7637549999999999,0.09407000000000001,0.09249000000000004,0.049685000000000014,2.0851550000000008,2.8034,0.7182449999999991,0.6034365398640615,0.059901330382044767
0.08533333333333333,0.42499500000000007,0.07760000000000003,0.07795999999999997,0.4194450000000001,0.7443250000000003,0.10176000000000007,0.09956000000000001,0.054355,2.0842300000000002,2.7851300000000014,0.7009000000000012,0.6001758035109644,0.06580794996684083
0.093,0.4203150000000001,0.083675,0.08449000000000005,0.4115199999999998,0.725995,0.10916000000000002,0.10672500000000003,0.05811999999999998,2.0949150000000003,2.76973,0.6748149999999997,0.5901016092601499,0.07065664390963891
0.10066666666666667,0.4139550000000002,0.09052500000000002,0.09003500000000003,0.4054850000000001,0.7079899999999999,0.11633500000000002,0.11356999999999993,0.062104999999999994,2.097525000000001,2.7539249999999993,0.6563999999999983,0.5827568727632352,0.0758298154585569
0.10833333333333332,0.40817000000000014,0.09643499999999999,0.09623500000000003,0.39915999999999996,0.6900899999999994,0.12271500000000002,0.120115,0.06708,2.1048450000000005,2.737924999999998,0.6330799999999974,0.5749977186741643,0.08212916858678918
0.11599999999999999,0.4023649999999999,0.10265000000000009,0.1021150000000001,0.39286999999999983,0.6724750000000005,0.12909000000000007,0.12665000000000004,0.07178499999999997,2.1105400000000003,2.7224600000000017,0.6119200000000014,0.5674750296151744,0.08827593251079727
0.12366666666666666,0.39087000000000016,0.10881500000000009,0.10815000000000001,0.39216500000000026,0.6549700000000006,0.1353699999999999,0.13292500000000015,0.07673499999999998,2.105525000000001,2.7062700000000026,0.6007450000000016,0.5681177314141699,0.09483123339123788
0.13133333333333333,0.38457,0.11421500000000005,0.11408000000000004,0.3871349999999999,0.6389050000000001,0.14121499999999998,0.13843500000000003,0.081445,2.1112450000000003,2.6903350000000006,0.5790900000000003,0.5621899156178377,0.10074958143517179
0.13899999999999998,0.3825249999999999,0.11980500000000005,0.11989000000000001,0.3777799999999999,0.6234400000000001,0.14684000000000003,0.14420500000000006,0.08551499999999997,2.124805,2.6768600000000005,0.5520550000000006,0.5503830730199615,0.10599674645810672
0.14666666666666667,0.37660499999999986,0.12497999999999991,0.12609500000000004,0.37231999999999993,0.6087299999999994,0.15201999999999993,0.14970499999999995,0.08954500000000003,2.1326099999999997,2.6642599999999983,0.5316499999999986,0.5442441225092071,0.11105649012816834
0.15433333333333332,0.37312000000000006,0.12973500000000002,0.1323499999999999,0.3647949999999999,0.5941849999999994,0.15771000000000002,0.15473500000000007,0.09336999999999998,2.1459049999999995,2.6495999999999986,0.5036949999999991,0.5350855246911229,0.11604244027481288
0.162,0.36612999999999984,0.13637000000000002,0.13569999999999996,0.3617999999999999,0.5799399999999996,0.16271499999999997,0.1595850000000001,0.09776000000000007,2.1386899999999995,2.6355049999999993,0.4968149999999998,0.5317112422411757,0.12157959176769262
0.16966666666666666,0.36208499999999993,0.14041500000000004,0.14168499999999998,0.35581499999999977,0.5670999999999998,0.16685999999999995,0.16451000000000002,0.10153000000000006,2.1504949999999994,2.6253799999999994,0.474885,0.5243097918340953,0.12606082846066186
0.17733333333333332,0.35719999999999996,0.14487499999999995,0.14701499999999984,0.35091,0.5539300000000005,0.171305,0.1687099999999999,0.10605499999999997,2.157584999999999,2.611395000000001,0.4538100000000016,0.5184062986032221,0.1315537218005615
0.185,0.3504149999999999,0.15051000000000003,0.15127999999999997,0.3477949999999999,0.5414050000000006,0.1757650000000001,0.17307999999999996,0.10974999999999994,2.1554399999999996,2.5993650000000015,0.4439250000000019,0.5152611051062677,0.1361336719269119
0.19266666666666665,0.344915,0.15621499999999985,0.15479999999999988,0.34407,0.5287450000000002,0.17991000000000004,0.17747499999999994,0.11387000000000008,2.1528149999999995,2.5874800000000002,0.43466500000000075,0.5108851009451459,0.1413026556495497
0.20033333333333334,0.339265,0.16057500000000002,0.159715,0.3404450000000001,0.516795,0.18395,0.18104499999999996,0.11820999999999993,2.156815,2.5738199999999996,0.4170049999999996,0.506828242894565,0.14649670081031754
0.208,0.3399850000000001,0.16365999999999997,0.16562500000000002,0.33073000000000013,0.5049750000000001,0.18765499999999993,0.18515499999999993,0.12221500000000005,2.1788100000000004,2.5629150000000003,0.3841049999999999,0.4941037975780054,0.15144013841175416
0.21566666666666665,0.3323599999999999,0.16910999999999998,0.16937499999999994,0.3291549999999998,0.49285499999999993,0.1918,0.1892200000000002,0.12612500000000007,2.173109999999999,2.5507900000000006,0.37768000000000157,0.49315348692328204,0.156554072538412
0.22333333333333333,0.32720999999999995,0.17424999999999996,0.1729399999999999,0.3256,0.4822799999999998,0.1952000000000001,0.19307000000000002,0.12945000000000004,2.1719299999999993,2.5416399999999997,0.3697100000000004,0.4891581963557238,0.16054668671234854
