epsilon,piCC_TFT,piCD_TFT,piDC_TFT,piDD_TFT,piCC_NAFT,piCD_NAFT,piDC_NAFT,piDD_NAFT,payoff_TFT,payoff_NAFT,delta,error_TFT,error_NAFT
0.23099999999999998,0.3217799999999999,0.17741999999999994,0.17819000000000002,0.32260999999999995,0.47200499999999956,0.19829,0.19655500000000015,0.13314999999999996,2.1788999999999996,2.5319399999999996,0.35304,0.48586122730339404,0.1648653729993225
0.23866666666666667,0.3209200000000002,0.1800599999999999,0.18391499999999994,0.315105,0.4607300000000001,0.20194000000000006,0.2001850000000001,0.13714499999999993,2.1974400000000003,2.520260000000001,0.32282000000000055,0.4762900393902736,0.1700090659921769
0.24633333333333332,0.31493499999999996,0.18597499999999992,0.18612499999999993,0.31296499999999994,0.45091999999999954,0.20517000000000019,0.20322500000000016,0.14068499999999992,2.1883949999999994,2.5095699999999996,0.3211750000000002,0.4741948872070333,0.1741814202792258
0.254,0.310065,0.19006500000000012,0.18932,0.3105499999999998,0.44139500000000015,0.2077850000000001,0.2061200000000002,0.14469999999999994,2.1873449999999997,2.4994850000000013,0.31214000000000164,0.4711689898455154,0.17876625125394888
0.26166666666666666,0.30599499999999996,0.193815,0.19318000000000005,0.30700999999999995,0.4323300000000003,0.21069499999999983,0.20929000000000017,0.14768499999999998,2.190895,2.491125000000002,0.3002300000000022,0.4669278428576787,0.1822826262117183
0.2693333333333333,0.3024050000000001,0.1967050000000001,0.19717,0.3037199999999999,0.422855,0.2134849999999999,0.2123250000000001,0.15133499999999994,2.196785,2.4815250000000004,0.2847400000000002,0.4625653530614143,0.18668596573125945
0.27699999999999997,0.3006249999999998,0.199855,0.2003999999999999,0.29911999999999994,0.4139950000000002,0.2160250000000001,0.21500499999999995,0.15497499999999992,2.2029949999999987,2.471985,0.2689900000000014,0.45606349118029416,0.1908993606827712
0.2846666666666667,0.2954950000000002,0.20377000000000012,0.20311500000000013,0.2976199999999999,0.4057049999999998,0.21868500000000005,0.21721500000000002,0.158395,2.1996800000000007,2.461585,0.26190499999999917,0.4542263445224131,0.19474689511285675
0.29233333333333333,0.29434999999999995,0.20753499999999994,0.20591500000000018,0.2921999999999999,0.39746000000000004,0.2210799999999999,0.21952000000000005,0.16194000000000003,2.2048250000000005,2.4519200000000003,0.24709499999999984,0.4469199037812877,0.19877126053166155
0.3,0.29154500000000005,0.21030000000000007,0.20959499999999992,0.2885599999999999,0.38941000000000014,0.22323499999999996,0.2220950000000001,0.16526,2.2111699999999996,2.443965000000001,0.2327950000000012,0.44211665841721,0.20257361612510144
